;0
alabama;['NP', 'NP-TL']
hamilton;['NP']
holmes;['NP']
charlayne;['NP']
valedictorian;['NN-TL']
pretexts;['NNS']
skins;['NNS', 'VBZ']
morehouse;['NP']
journalism;['NN', 'NN-TL']
detroit's;['NP$']
tentatively;['RB']
investigators;['NNS']
roommate;['NN']
lasted;['VBD', 'VBN']
ritual;['NN', 'JJ']
prostitution;['NN']
beatnik;['NN']
teahouse;['NN']
evasive;['JJ']
lied;['VBD', 'VBD-TL']
desegregated;['VBN']
bootle's;['NP$']
plaintiffs;['NNS']
catch;['NN-HL', 'VB', 'NN']
chancellor;['NN-TL', 'NN']
kimpton;['NP']
hunt;['NN', 'VB', 'NP']
gripped;['VBD', 'VBN']
grads;['NNS']
statesmen;['NNS']
conant;['NP']
pondered;['VBD', 'VBN']
successors;['NNS']
harvard's;['NP$']
mcgeorge;['NP']
bundy;['NP']
trustee;['NN-TL', 'NN']
lure;['VB', 'NN']
scholars;['NNS', 'NNS-TL']
happily;['RB']
caltech's;['NP$']
geneticist;['NN-TL', 'NN']
beadle;['NP', 'NN']
57;['CD', 'CD-TL']
physiology;['NN']
discovering;['VBG']
genes;['NNS']
heredity;['NN']
nine-year;['JJ']
reign;['NN', 'VB']
tidying;['VBG']
21-year;['JJ']
typhoon;['NN']
idealist;['NN-TL', 'NN']
maynard;['NP']
hutchins';['NP$']
wildly;['RB', 'QL']
enrollment;['NN']
2,100;['CD']
endowment;['NN']
$139.3;['NNS']
heady;['JJ']
caltech;['NP']
sixth-sense;['NN']
recruit;['VB', 'NN']
excite;['VB']
researchers;['NNS']
unexpected;['JJ']
speech-making;['NN']
avidly;['RB']
journal;['NN-TL', 'NN']
$300;['NNS']
philosopher;['NN']
finger;['NN']
leopold;['NP']
belgians;['NPS']
1885;['CD']
grabbing;['NN', 'VBG']
900,000;['CD']
quarreling;['VBG']
tribes;['NNS', 'NNS-TL']
historical;['JJ', 'JJ-TL']
boundaries;['NNS']
geography;['NN']
ethnic;['JJ']
groupings;['NNS']
leopold's;['NP$']
explorers;['NNS']
gunmen;['NNS']
13.5;['CD']
culture;['NN', 'NN-TL']
dialects;['NNS']
religions;['NNS']
mohammedanism;['NP']
paganism;['NN']
ancestor;['NN']
animism;['NN']
ranges;['VBZ', 'NNS']
steamily;['QL']
equatorial;['JJ']
temperate;['JJ']
patients;['NNS']
trampled;['VBN']
disparities;['NNS']
belgian;['JJ', 'JJ-TL']
administered;['VBD', 'VBN']
1908;['CD']
touched;['VBN', 'VBD']
conscience;['NN', 'NN-TL']
commencing;['VBG']
paternalism;['NN']
unmatched;['JJ']
colonialism;['NN']
ordinarily;['RB']
independence;['NN', 'NN-TL', 'NN-HL']
congolese;['JJ', 'NPS', 'NP', 'JJ-TL']
imagines;['VBZ']
infant;['NN', 'JJ']
tin;['NN', 'NN-TL']
cobalt;['NN']
manganese;['NN']
uranium;['NN']
brussels;['NP', 'NP-TL']
beneficiaries;['NNS']
cartels;['NNS']
gunther;['NP']
describes;['VBZ']
societe;['FW-NN-TL']
generale;['FW-JJ-TL']
colossus;['NN', 'NN-TL']
envisaged;['VBN']
anaconda;['NN-TL', 'NN', 'NN-HL']
producing;['VBG', 'NN']
lumped;['VBN', 'VBD']
ruthless;['JJ']
exploited;['VBN', 'VBD']
compassion;['NN']
instituted;['VBD', 'VBN']
ration;['NN', 'NN-HL']
obliged;['VBN', 'VBD']
dole;['VB']
eat;['VB', 'VB-TL', 'VB-NC']
hungry;['JJ']
25,000;['CD']
puzzle;['VB', 'NN']
chatte;['FW-NN']
chien;['FW-NN', 'NP']
carpenters;['NNS']
indefinite;['JJ', 'NN']
fearing;['VBG']
elite;['NN', 'JJ', 'NN-TL']
unrest;['NN']
manifestly;['RB']
unprepared;['JJ']
oversimplification;['NN']
gale;['NN']
prepare;['VB']
colonies;['NNS']
clamoring;['VBG']
unsure;['JJ']
pas;['FW-*', 'FW-NN']
une;['FW-CD', 'FW-AT']
goutte;['FW-NN']
sang;['FW-NN', 'VBD']
detested;['VBN', 'VBD']
pedagogue;['NN']
mess;['NN', 'VB']
motivations;['NNS']
guiltless;['JJ']
kasavubu;['NP']
splitting;['VBG']
balkanizing;['VBG-TL']
moise;['NP']
tshombe;['NP']
near-balkanization;['NN']
federalism;['NN']
notably;['RB', 'QL']
patrice;['NP']
lumumba;['NP']
hurry;['NN', 'VB']
fragmentation;['NN']
provincial;['JJ', 'JJ-TL']
provinces;['NNS', 'NNS-TL']
leopoldville;['NP']
kasai;['NP', 'NP-TL']
kivu;['NP']
katanga;['NP', 'NP-HL', 'NP-TL']
equator;['NN-TL', 'NN']
western-style;['JJ-TL', 'JJ']
bicameral;['JJ']
universal;['JJ', 'JJ-TL']
well-wishers;['NNS']
assume;['VB']
respectable;['JJ']
frictions;['NNS']
25,000-man;['JJ']
publique;['FW-JJ-TL']
officered;['VBN']
twenty-four;['CD']
tribesmen;['NNS']
commenced;['VBD', 'VBN']
well-armed;['JJ']
cannibalistic;['JJ']
mutiny;['NN']
rioting;['VBG']
raping;['VBG']
looting;['VBG']
engulfed;['VBD', 'VBN']
civilians;['NNS']
paratroops;['NNS']
mineral-rich;['JJ']
seceded;['VBN']
succeeding;['VBG', 'JJ']
blamed;['VBD', 'VBN']
abstaining;['VBG']
vague;['JJ']
withdrawal;['NN']
secretary-general;['NN-TL']
hammarskjold;['NP']
preferable;['JJ']
nonwhite;['JJ']
tunisia;['NP']
guinea;['NP', 'NP-TL', 'NN']
mali;['NP']
19,000;['CD']
eire;['NP']
sweden;['NP']
reluctant;['JJ']
withdraw;['VB']
obstructed;['VBD', 'VBN']
complicated;['VBD', 'VBN']
u.n.'s;['NP$', 'NP$-HL']
initiating;['VBG']
wars;['NNS', 'NNS-TL']
secessionist;['NN']
kalonji;['NP']
secede;['VB']
meddle;['VB']
dispatching;['VBG']
intervene;['VB']
openly;['RB', 'QL']
three-month;['JJ']
exasperated;['VBN']
mobutu;['NP']
flung;['VBD', 'VBN']
redoubled;['VBN', 'VBD']
obstructionist;['NN']
departed;['VBD', 'VBN']
withdrawing;['VBG']
uniformed;['JJ']
variously;['RB']
mercenaries;['NNS']
65%;['NN']
directive;['NN']
interfere;['VB']
unify;['VB']
federalize;['VB']
balkanize;['VB-TL']
smoldered;['VBD']
flickered;['VBD']
kidnaped;['VBN']
appropriate;['JJ', 'VB']
occurrence;['NN', 'NN-NC']
resort;['NN', 'VB']
eject;['VB']
lumumba's;['NP$']
reconvention;['NN']
mccloy's;['NP$']
reliance;['NN']
thorny;['JJ']
bizerte;['NP']
tunis;['NP']
imbroglio;['NN']
quo;['FW-WDT']
mediterranean;['NP', 'NP-TL']
tunisian;['JJ']
bahi;['NP']
ladgham;['NP']
irreconcilable;['JJ']
habib;['NP']
bourguiba;['NP']
picks;['VBZ', 'NNS']
uruguay;['NP']
inter-american;['JJ', 'JJ-HL', 'JJ-TL']
nationalist;['JJ-TL', 'NN', 'JJ']
china's;['NP$']
dapper;['JJ']
diminutive;['JJ']
chen;['NP']
cheng;['NP']
chiang;['NP']
kai-shek's;['NP$']
emissary;['NN']
outer;['JJ-TL', 'JJ']
mongolia;['NP-TL']
woo;['VB']
peking;['NP']
abstention;['NN']
mongolia's;['NP$']
conferred;['VBD', 'VBN']
emissaries;['NNS']
guatemala;['NP']
nepal;['NP']
good-will;['NN']
skyjacked;['VBN']
four-jet;['JJ']
boeing;['NP-TL', 'NP']
707;['CD-TL', 'CD']
stopovers;['NNS']
night-coach;['NN']
1:35;['CD']
thirty-one;['CD']
teen-age;['JJ']
3:57;['CD']
stewardess;['NN']
aisle;['NN']
bent;['VBN', 'VBD', 'NN']
stomach;['NN']
sick;['JJ']
salvador;['NP']
desert;['NN-TL', 'NN', 'VB', 'NN-HL']
carnegey;['NP']
rickards;['NP']
52-year-old;['JJ']
hijacked;['VBN', 'VBD']
mid-flight;['NN']
peruvian;['JJ']
tri-motor;['NN']
arequipa;['NP']
cuban-american;['NP']
electra;['NP']
newsweek;['NP']
stalling;['VBG-HL', 'VBG']
guns;['NNS', 'NNS-HL', 'NNS-TL']
radioed;['VBD', 'VBN']
skyjackers;['NNS']
refuel;['VB']
mccauley;['NP']
sacramento;['NP']
recruits;['NNS']
awoke;['VBD']
nap;['NN']
nut;['NN']
recruiter;['NN']
volunteer;['VB', 'NN', 'NN-TL', 'NN-HL']
hostages;['NNS']
mullen;['NP']
pfc.;['NP']
augustine;['NP', 'NP-TL']
gilman;['NP']
boxer;['NN']
immigration;['NN-TL', 'NN']
4:18;['CD']
sheriff's;['NN$']
surged;['VBD']
submachine;['JJ']
fuels;['VBZ']
consumed;['VBN', 'VBD']
swap;['VB']
propeller-driven;['JJ']
hijackers;['NNS']
airplane;['NN']
cuba's;['NP$']
steal;['VB']
embargo;['NN']
shadows;['NNS']
mountains;['NNS-TL', 'NNS']
pry;['VB']
baggage;['NN']
luggage;['NN', 'NN-NC']
subsequently;['RB']
bearden;['NP']
50-year-old;['JJ']
ex-convict;['NN']
coolidge;['NP']
cody;['NP']
high-school;['NN']
beardens;['NPS']
slug;['NN', 'VB']
simmons;['NP']
ultimatum;['NN']
take-off;['NN']
taxiing;['VBG']
raced;['VBD', 'VBN']
slugs;['NNS']
flattened;['VBD', 'VBN']
silenced;['VBD', 'VBN']
inboard;['JJ', 'RB']
engines;['NNS']
ambulances;['NNS']
12:50;['CD']
crosby;['NP']
eased;['VBD', 'VBN']
unarmed;['JJ']
distracted;['VBD', 'VBN']
stewardesses;['NNS']
toni;['NP']
besset;['NP']
pocket;['NN', 'NP']
simmons';['NP$']
nodded;['VBD', 'VBN']
frog-marched;['VBN']
$100,000;['NNS']
kidnapping;['VBG']
transporting;['VBG']
peddle;['VB']
36-year-old;['NN']
precedence;['NN']
unaccustomed;['JJ']
unanimity;['NN']
0;['CD']
peacetime;['NN']
225,000;['CD']
requested;['VBN', 'VBD']
160,000;['CD']
hold-back;['NN']
mutterers;['NNS']
labeled;['VBD', 'VBN']
prudently;['RB']
$46.7;['NNS']
tacked;['VBD', 'VBN']
$754;['NNS']
b-52;['NN']
long-range;['NN', 'NN-HL']
bombers;['NNS']
224-170;['CD']
$5.2;['NNS']
all-important;['JJ']
foreign-aid;['NN']
stew;['NN']
mulligatawny;['NP-HL']
poor-mouth;['RB']
lowliest;['JJT']
1851;['CD']
ceased;['VBN', 'VBD']
enlivened;['VBN']
maine;['NP']
idaho;['NP']
menu;['NN']
drab;['JJ']
smelts;['NNS']
soft-shell;['NN']
crabs;['NNS']
bean;['NN', 'NP']
soup;['NN']
dubois;['NP']
citizenry;['NN']
ventured;['VBD', 'VBN']
haute;['FW-JJ']
cuisine;['FW-NN']
$10,000-per-year;['NNS']
french-born;['JJ']
maitre;['FW-NN']
d'hotel;['FW-IN+NN']
toll-road;['NN']
turnpikes;['NNS']
toll;['NN', 'NN-TL', 'VB']
payoff;['NN']
speculative;['JJ']
streams;['NNS']
speculations;['NNS']
investments;['NNS']
tending;['VBG', 'NN']
poor's;['NP$']
slipped;['VBN', 'VBD']
bucked;['VBN']
rises;['NNS', 'VBZ', 'VBZ-TL']
outnumber;['VB']
more-than-ordinary;['JJ']
risen;['VBN']
unmarried;['JJ']
investor;['NN', 'NN-TL']
$16,000;['NNS']
$32,000;['NNS']
12-month;['JJ']
happening;['VBG', 'NN']
blyth;['NP-TL']
lags;['NNS', 'VBZ']
turnpike;['NN', 'NN-TL']
slumped;['VBD', 'VBN']
road's;['NN$']
186;['CD']
173;['CD']
preceding;['VBG', 'NN']
121;['CD']
successes;['NNS-HL', 'NNS']
187-mile;['JJ']
engineers';['NNS$']
toll-rate;['NN']
extensions;['NNS', 'NNS-HL']
tolls;['NNS', 'NNS-TL']
richmond-petersburg;['NP']
access;['NN-HL', 'NN']
motorists';['NNS$']
illustration;['NN', 'NN-TL-HL', 'NN-TL']
62;['CD', 'CD-TL']
wichita;['NP']
kans.;['NP']
deficiency;['NN']
opportunities;['NNS', 'NNS-HL']
skyway;['NN-TL']
planners;['NNS']
default;['NN']
defaulted;['VBN']
margins;['NNS']
attracting;['VBG']
break-even;['JJ']
competitively;['RB']
luther;['NP']
toured;['VBD']
italy's;['NP$']
fiat;['NP', 'NP-TL', 'NN']
olivetti;['NP']
typewriters;['NNS']
calculating;['VBG']
cabled;['VBD']
turin;['NP']
enables;['VBZ']
fraction;['NN', 'NN-TL']
skilled;['JJ', 'JJ-HL']
earns;['VBZ']
infrequent;['JJ']
underwood;['NP']
underwood's;['NP$']
exports;['NNS']
layout;['NN']
design-conscious;['JJ']
sales-conscious;['JJ']
advertising-conscious;['JJ']
inflow;['NN']
vigor;['NN']
textiles;['NNS']
imports;['NNS', 'VBZ']
textile;['NN', 'JJ', 'NN-TL']
textile-importing;['JJ']
textile-exporting;['JJ']
industrialized;['VBN']
less-developed;['JJ']
exporting;['VBG']
low-wage;['NN']
high-wage;['NN']
textile-producing;['JJ']
curbing;['VBG']
limiting;['VBG']
lancashire;['NP-TL']
capture;['VB', 'NN']
loudly;['RB']
protest;['VB', 'NN']
spanish;['JJ', 'NP', 'JJ-TL', 'JJ-HL']
portuguese;['JJ', 'NP']
pour;['VB', 'FW-IN-TL']
unrestrictedly;['RB']
pakistanis;['NPS']
chafing;['VBG']
bilateral;['JJ']
quotas;['NNS']
gradual;['JJ']
stabilization;['NN']
clue;['NN']
modernization;['NN']
shrinkage;['NN', 'NN-HL']
transferring;['VBG']
feasible;['JJ']
forcing;['VBG']
shrink;['VB']
what's;['WDT+BEZ', 'WDT+BEZ-HL', 'WDT+BEZ-TL', 'WDT+HVZ', 'WDT+BEZ-NC']
handwriting;['NN']
highest-paid;['JJT']
miners;['NNS', 'NNS-TL']
cheap;['JJ', 'RB']
steelmakers';['NNS$']
mouths;['NNS']
wales;['NP-TL', 'NP', 'NNS']
steelmaker;['NN']
takings;['NNS']
welsh;['JJ']
markets;['NNS', 'NNS-HL', 'VBZ']
$2.80;['NNS']
ton;['NN']
cheaper;['JJR', 'RBR']
rail;['NN']
mines;['NNS']
mechanization;['NN']
seams;['NNS', 'NNS-HL']
attactive;['JJ']
nationalized;['VBN', 'VBD']
twisting;['VBG', 'NN']
productivity;['NN']
communist-led;['JJ']
unprofitable;['JJ']
borrower;['NN']
five-cent;['JJ']
fiction;['NN']
rentals;['NNS']
apologetically;['RB']
sorry;['JJ', 'JJ-NC']
variations;['NNS', 'FW-NNS-TL', 'NNS-TL']
ever-present;['JJ']
libraries;['NNS']
grist;['NN']
15,000;['CD']
readers;['NNS']
lovers;['NNS', 'NNS-TL']
nonfiction;['NN']
clientele;['NN']
budgets;['NNS']
hopelessly;['RB', 'QL']
startlingly;['QL', 'RB']
exceed;['VB', 'NIL']
librarian's;['NN$']
richest;['JJT']
plight;['NN']
proportionately;['QL', 'RB']
limitations;['NNS', 'NNS-HL']
bounty;['NN']
contrasts;['NNS', 'VBZ']
density;['NN']
cross-section;['NN']
extreme;['NN', 'JJ']
upper;['JJ', 'JJ-TL', 'JJR']
sparsely;['RB']
populated;['VBN', 'VBD']
nassau;['NP-TL', 'NP']
high-density;['NN']
ample;['JJ']
thriving;['VBG']
wary;['JJ']
well-stocked;['JJ']
cherish;['VB']
joining;['VBG', 'VBG-HL']
radical;['JJ', 'NN', 'NN-TL']
autonomy;['NN']
preserved;['VBN', 'VBD']
maintains;['VBZ']
advantages;['NNS', 'NNS-HL']
librarians;['NNS']
foresee;['VB']
distant;['JJ']
co-op;['NN', 'NN-TL']
requires;['VBZ', 'VBZ-HL']
volumes;['NNS', 'NNS-TL']
nucleus;['NN']
develops;['VBZ']
thirty;['CD']
fifty;['CD']
capita;['NNS']
inclusive;['JJ']
recognizes;['VBZ']
broaden;['VB']
everyday;['JJ']
hempstead;['NP']
1965;['CD']
tools;['NNS', 'NNS-HL']
backbone;['NN']
specialization;['NN']
microfilm;['NN']
founding;['VBG', 'VBG-TL', 'NN']
periodicals;['NNS']
interlibrary;['JJ']
connected;['VBN', 'VBD']
teletype;['NN']
canvas;['NN']
psychology;['NN', 'NN-TL']
religion;['NN', 'NN-TL', 'NN-HL']
freeport;['NP']
biography;['NN']
centered;['VBN', 'VBD']
levittown;['NP']
hewlett-woodmere;['NP']
repository;['NN']
wholly;['QL', 'RB']
quarter-century;['NN']
comprehensive;['JJ']
saves;['VBZ', 'VBZ-HL']
bulk;['NN', 'JJ']
discounts;['NNS']
bookkeeping;['NN']
billing;['NN']
resource;['NN']
documentary;['NN', 'JJ']
catalogue;['NN']
classics;['NNS']
nanook;['NP-TL']
emperor's;['NN$-TL', 'NN$']
nightingale;['NN-TL', 'NN']
balloon;['NN-TL', 'NN']
system's;['NN$', 'NN$-TL']
understands;['VBZ']
responsibilities;['NNS']
conducts;['NNS', 'VBZ']
well-planned;['JJ']
book-review;['NN']
book-selection;['NN']
sample;['NN', 'VB', 'NN-HL']
copies;['NNS']
evaluate;['VB']
pre-school;['JJ']
grassroots;['NNS']
prepares;['VBZ']
displays;['NNS', 'VBZ']
booklists;['NNS']
brochures;['NNS']
publishes;['VBZ']
newsletter;['NN']
governed;['VBN', 'VBD']
geographically;['RB']
bear;['VB', 'NN', 'NNS', 'NN-TL']
borne;['VBN']
multiplying;['VBG']
maligned;['VBN', 'VBD']
teen-agers;['NNS']
co-ops;['NNS']
citizen;['NN', 'NN-TL']
advances;['NNS', 'VBZ']
educated;['VBN']
discriminating;['JJ', 'VBG']
slave;['NN']
spiritual;['JJ', 'JJ-HL']
restraint;['NN']
grows;['VBZ']
translate;['VB', 'NIL']
inadequacy;['NN']
vigorously;['RB']
25,000,000;['CD']
50,000,000;['CD']
124;['CD']
1,509;['CD']
66;['CD']
pupils;['NNS', 'NNS-TL']
render;['VB']
vitally;['RB', 'QL']
16-22;['CD']
richer;['JJR']
fuller;['JJR', 'NP']
adjourns;['VBZ']
convened;['VBD']
conjunction;['NN']
abandoning;['VBG']
budgeting;['VBG', 'NN']
musts;['NNS']
crisis-to-crisis;['JJ']
insured;['VBN', 'VBD']
shuffle;['NN', 'VB']
await;['VB']
drag;['NN', 'VB']
limits;['NNS', 'VBZ', 'NNS-TL']
repeal;['NN', 'NN-HL']
penal;['JJ']
banning;['NN']
fireworks;['NNS']
reappraisal;['NN']
fortunately;['RB']
spared;['VBD', 'VBN']
spate;['NN']
resolutions;['NNS']
congratulate;['VB']
answers;['NNS', 'VBZ']
proudly;['RB']
windup;['NN']
jefferson's;['NP$']
dictum;['NN']
inattentive;['JJ']
governors;['NNS', 'NNS-TL']
wolves;['NNS']
newspapermen;['NNS']
penetrating;['JJ', 'VBG']
cons;['NNS']
wade;['VB']
regularity;['NN']
coosa;['NP-TL']
peeled;['VBN', 'VBD']
coupling;['VBG', 'NN']
$83,750;['NNS']
$30,000;['NNS']
five-member;['JJ']
undertaking;['NN']
abundant;['JJ']
banding;['VBG']
area-wide;['JJ']
go-it-alone;['JJ']
strengthens;['VBZ-HL', 'VBZ']
replacing;['VBG']
retaliation;['NN']
removes;['VBZ']
a-bombs;['NN']
deter;['VB']
hers;['PP$$']
delusion;['NN']
deterrence;['NN']
stance;['NN']
guess;['VB', 'NN']
extremity;['NN']
soviets;['NPS', 'NPS-HL']
leeway;['NN']
low-grade;['NN']
brushfire;['NN']
aggressions;['NNS']
gearing;['VBG']
junks;['VBZ']
bluff;['NN', 'JJ']
brinkmanship;['NN']
builds;['VBZ']
dekalb;['NP-HL', 'NP-TL', 'NP']
dekalb's;['NP$']
minimum;['JJ', 'NN']
beefed-up;['JJ']
digest;['NN', 'NN-TL']
emmerich;['NP']
demonstrating;['VBG']
mennen;['NP']
touring;['VBG', 'VBG-TL']
observed;['VBD', 'VBN']
africans;['NPS']
zanzibar;['NP']
imperialists;['NNS']
chin;['NN', 'VB']
soapy;['NP', 'JJ']
industrialization;['NN']
$1,750,000;['NNS']
milledgeville;['NP-TL']
$1,250,000;['NNS']
half-million;['JJ']
sounds;['VBZ', 'NNS']
hunk;['NN']
abolished;['VBN']
nurses;['NNS']
deserve;['VB']
$3.15;['NNS']
intensive;['JJ']
behooves;['VBZ']
helpful;['JJ', 'JJ-HL']
trujillo;['NP-HL', 'NP']
assassination;['NN']
tyrant;['NN']
repulsive;['JJ']
rafael;['NP']
blood-thirsty;['JJ']
dominican;['NP-TL', 'JJ']
deserved;['VBD', 'VBN']
even-handed;['JJ']
benefactor;['NN-TL', 'NN']
ciudad;['NP']
caribbean;['NP', 'NP-TL']
fiefdom;['NN']
deaths;['NNS']
abduction;['NN']
maria;['NP', 'FW-NNS']
galindez;['NP']
schemes;['NNS']
romulo;['NP']
betancourt;['NP']
venezuela;['NP']
demise;['NN']
venezuelan;['JJ']
marcos;['NP']
perez;['NP']
jimenez;['NP']
uncovered;['VBN']
quashed;['VBN']
professedly;['RB']
benevolent;['JJ']
tends;['VBZ']
oppressive;['JJ']
silence;['NN', 'NN-TL', 'VB']
criticism;['NN', 'NN-TL']
benefactor's;['NN$-TL', 'NN$']
vanity;['NN']
overflowing;['VBG']
displeasure;['NN']
maintained;['VBD', 'VBN']
amply;['QL', 'RB']
lobbies;['NNS']
sycophantically;['RB']
chanted;['VBD', 'VBN']
friendship;['NN', 'NN-NC']
altogether;['RB', 'QL']
tardily;['RB']
tarnished;['VBN']
repression;['NN']
tyranny;['NN', 'NN-TL']
confines;['NNS']
trujillo's;['NP$']
right-wing;['NN']
censure;['NN']
mouthing;['VBG']
tacit;['JJ']
rapprochement;['NN']
bete;['FW-NN']
noire;['FW-JJ']
illustrating;['VBG']
totalitarianism;['NN', 'NN-TL']
coalesces;['VBZ']
precious;['JJ', 'JJ-TL']
stability;['NN']
vacuum;['NN']
creates;['VBZ']
communist-type;['JJ']
authoritarianism;['NN']
breathe;['VB']
high-speed;['NN']
parkway;['NN-TL', 'NN', 'NN-HL']
cabin;['NN-TL', 'NN']
echo;['NN-TL', 'NN', 'VB']
brookmont;['NP']
constitute;['VB']
alluring;['VBG']
presenting;['VBG']
ncta;['NN']
darwin;['NP']
stolzenbach;['NP']
frankly;['RB']
launching;['VBG', 'NN']
inference;['NN']
barricades;['NNS']
acquiesce;['VB']
dismemberment;['NN']
acquiesced;['VBN']
ulbricht;['NP']
usurp;['VB']
semi-city;['NN']
wartime;['NN']
comprising;['VBG']
zones;['NNS']
respectively;['RB']
blockade;['NN', 'NN-HL']
airlift;['NN']
mitigate;['VB']
sector;['NN']
promulgating;['VBG']
illegally;['RB']
berlin-west;['NP']
gratuitous;['JJ']
adenauer;['NP']
provocative;['JJ']
sound-truck;['NN']
taunts;['NNS']
gerhard;['NP']
eisler;['NP']
isolating;['VBG']
quadripartite;['JJ']
acknowledging;['VBG']
recognizing;['VBG']
exists;['VBZ']
fusillades;['NNS']
stray;['JJ', 'VB', 'NN']
vopos;['FW-NNS']
recovered;['VBN', 'VBD']
hooliganism;['NN']
redressed;['VBN']
remembering;['VBG', 'NN']
step-by-step;['JJ']
danzig;['NP']
misgivings;['NNS']
salami;['NN']
dispatch;['NN', 'VB']
stiffening;['NN', 'VBG']
indignities;['NNS']
bison;['NN']
grazing;['VBG']
throw-rug;['NN']
dusty-green;['JJ']
grassland;['NN']
seamless;['JJ']
sun-bleached;['JJ']
dome;['NN']
indelibly;['QL']
conquest;['NN', 'NN-TL']
cinema;['NN']
live-oak;['NN']
canyons;['NNS']
endless;['JJ']
seas;['NNS', 'NNS-HL']
symbolized;['VBD', 'VBN']
westward;['RB']
valleys;['NNS']
pottawatomie;['NP-TL']
roam;['VB']
moth-eaten;['JJ']
zoo;['NN', 'NN-TL']
specimens;['NNS']
wooded;['JJ']
folds;['NNS']
grasslands;['NNS', 'NNS-TL']
unfenced;['JJ']
unplowed;['JJ']
unbroken;['JJ']
silo;['NN']
settlers;['NNS']
ecological;['JJ']
clinch;['VB']
whisky;['NN-HL', 'NN']
distiller;['NN']
prohibition;['NN', 'NN-TL']
hard-liquor;['NN']
broadcasters;['NNS-TL']
anti-liquor;['JJ']
major-market;['NN']
commercials;['NNS']
distilled;['VBN-TL', 'VBN']
barring;['VBG']
ads;['NNS']
subverting;['VBG']
suffer;['VB']
unfairly;['RB']
non-code;['NN']
glamour;['NN']
bourbon;['NN', 'NP-TL', 'NP']
fatuous;['JJ']
pseudo-sophistication;['NN']
soft-drinks;['NNS']
toothpaste;['NN']
enticing;['VBG']
viewer;['NN']
sipping;['VBG']
oopsie-cola;['NP']
gulling;['VBG']
downing;['VBG']
democrats';['NPS$-HL']
faction;['NN']
lax;['JJ']
awkward;['JJ']
livelier;['JJR']
links;['NNS']
ills;['NNS']
public-spirited;['JJ']
shortcomings;['NNS']
mercilessly;['RB']
regulars;['NNS']
bosses;['NNS']
k's;['NP-TL']
softly;['RB', 'QL']
sticks;['NNS', 'VBZ']
helicopter-borne;['JJ']
bangkok;['NP']
australian;['JJ', 'NP']
thai;['NP']
dealings;['NNS']
issuing;['VBG']
callable;['JJ']
bluffs;['NNS']
pawn;['NN']
unprovocative;['JJ']
purely;['QL', 'RB']
tempted;['VBN']
bog;['VB']
casualties;['NNS']
2,000;['CD']
minh;['NP']
combat-tested;['JJ']
monsoon-shrouded;['JJ']
road-shy;['JJ']
guerrilla-th'-wisp;['JJ']
terrain;['NN']
savored;['VBN', 'VBD']
enjoyment;['NN']
braddock-against-the-indians;['JJ']
aim;['NN', 'VB']
ironic;['JJ']
concept;['NN', 'NN-HL']
bypassed;['VBD']
unreasonable;['JJ']
tacitly;['RB']
rightist;['NN']
ousted;['VBD']
pro-neutralist;['JJ']
patrolled;['VBN', 'VBD']
guaranteed-neutral;['JJ']
coup-proof;['JJ']
well-ruled;['JJ']
militant;['JJ', 'NN']
minority;['NN']
seal;['VB', 'NN']
awaits;['VBZ']
overwhelming;['JJ']
64-13;['CD']
emulated;['VBN']
backing;['VBG', 'NN']
etv;['NN']
$1,000,000;['NNS']
departs;['VBZ-HL', 'VBZ']
goodby;['UH-HL']
sturdy;['JJ']
habitat;['NN', 'NN-HL']
flourished;['VBD']
forceful;['JJ']
classify;['VB']
frontier;['NN-TL', 'NN']
rear-looking;['JJ']
partisans;['NNS']
persuasion;['NN']
politician;['NN', 'NN-HL']
unnumbered;['JJ']
loquacious;['JJ']
retraction;['NN']
theirs;['PP$$']
flamboyant;['JJ']
audiences;['NNS']
growl;['NN']
nod;['NN', 'VB', 'NP-TL']
dramas;['NNS']
gripping;['VBG']
chatter;['NN', 'VB']
subside;['VB']
sensibly;['RB']
oratorical;['JJ']
persuading;['VBG', 'NN']
educating;['VBG']
patiently;['RB']
generations;['NNS']
coincided;['VBD']
loved;['VBD', 'VBN']
harding;['NP']
calvin;['NP']
fdr;['NN']
revolution;['NN', 'NN-TL', 'NN-HL']
fighter;['NN']
recall;['VB', 'NN']
hopeless;['JJ']
partisan;['NN', 'JJ', 'JJ-TL', 'NN-TL']
sadder;['JJR']
campaigns;['NNS']
airmen;['NNS']
jungle;['NN', 'NN-TL']
bloodlust;['NN']
murderers;['NNS']
dismembered;['VBD']
excuse;['NN', 'VB']
mistaken;['VBN']
italians;['NPS']
atrocities;['NNS']
savages;['NNS']
condoned;['VBN']
dissident;['JJ']
nationhood;['NN']
contrary;['JJ', 'NN']
piled;['VBN', 'VBD']
rapes;['NNS']
mutinies;['NNS']
pillage;['NN', 'VB']
sanction;['NN', 'VB']
occurrences;['NNS']
outlawry;['NN']
anarchy;['NN']
demonstrably;['RB']
incapable;['JJ']
commanding;['VBG', 'VBG-TL', 'NN']
bury;['VB', 'NP-TL']
wake;['VB', 'NN']
ruin;['NN', 'VB']
invade;['VB']
subjugate;['VB']
fantastically;['RB', 'QL']
wrong-headed;['JJ']
weak;['JJ']
demoralized;['VBN']
garrisoned;['VBN']
reasonably;['QL', 'RB']
mandated;['VBN']
expediency;['NN']
mandate;['NN', 'NN-TL']
